"","facility_id","latitude","longitude","ancscore"
"200",10274,18.66335,-71.86005,2
"201",10275,18.65412,-71.87071,7
"202",10276,18.39394,-71.85402,5
"203",10278,18.30606,-71.83239,3
"204",10279,18.30772,-71.83222,5
"205",10280,18.77158,-72.51314,5
"206",10282,18.92443,-72.58689,3
"207",10283,18.82085,-72.53924,5
"208",10284,18.81974,-72.56668,3
"209",10287,18.83624,-72.57194,1
"210",10288,18.82992,-72.54969,6
"211",10289,18.94213,-72.7001,6
"212",10290,18.90646,-72.46419,3
"213",10291,18.79614,-72.50946,3
"214",10292,18.83418,-72.57029,5
"215",10293,18.72131,-72.37375,5
"216",10294,18.73618,-72.41901,3
"217",10295,18.73234,-72.44175,2
"218",10296,18.71186,-72.34477,6
"219",10298,18.7137,-72.37737,5
"220",10300,18.71465,-72.35581,5
"221",10301,18.70095,-72.34061,3
"222",10302,18.79677,-72.3863,6
"223",10303,18.78885,-72.8465,5
"224",10304,18.83388,-72.86237,3
"225",10305,18.78775,-72.94595,4
"226",10306,18.8217,-72.9569,4
"227",10307,18.83505,-72.87515,5
"228",10308,18.89877,-73.03951,7
"229",10309,18.78135,-72.9638,3
"230",10311,18.90705,-73.20189,5
"231",10313,18.83838,-73.05195,5
"232",10314,18.78553,-73.06343,3
"233",10316,18.857,-73.09171,2
"234",10317,19.76279,-72.20621,6
"235",10318,19.75355,-72.20569,4
"236",10319,19.74107,-72.19413,4
"237",10320,19.7649,-72.19734,3
"238",10321,19.749,-72.219,5
"239",10322,19.75489,-72.20517,5
"240",10323,19.78609,-72.24354,3
"241",10324,19.74523,-72.21046,6
"242",10325,19.72518,-72.18171,1
"243",10326,19.73304,-72.18339,5
"244",10327,19.75951,-72.20018,1
"245",10328,19.75155,-72.20294,3
"246",10329,19.73808,-72.22042,3
"247",10330,19.69748,-72.15776,7
"248",10331,19.64201,-72.18116,4
"249",10333,19.6972,-72.15669,6
"250",10335,19.62256,-72.18527,3
"251",10336,19.69895,-72.17751,6
"252",10337,19.66947,-72.12608,4
"253",10338,19.72751,-72.11913,6
"254",10340,19.63364,-72.14612,4
"255",10341,19.67127,-72.12202,4
"256",10342,19.68327,-72.31919,7
"257",10343,19.62522,-72.28806,6
"258",10345,19.70555,-72.32639,7
"259",10346,19.74756,-72.34786,5
"260",10349,19.63909,-72.3078,2
"261",10350,19.66492,-72.31637,2
"262",10352,19.72703,-72.29752,4
"263",10353,19.7105,-72.26602,6
"264",10354,19.61189,-72.26002,4
"265",10355,19.72018,-72.25214,4
"266",10356,19.71829,-72.25224,7
"267",10357,19.70714,-72.27809,4
"268",10358,19.67742,-72.27088,3
"269",10359,19.67691,-72.27032,4
"270",10360,19.6101,-72.20954,7
"271",10361,19.68479,-72.20547,3
"272",10362,19.6332,-72.22721,5
"273",10364,19.69761,-72.22615,6
"274",10365,19.57904,-72.16997,5
"275",10367,19.46951,-72.1142,3
"276",10368,19.47038,-72.11599,5
"277",10369,19.43769,-72.20059,8
"278",10370,19.43643,-72.20038,2
"279",10371,19.52671,-72.24458,3
"280",10372,19.52614,-72.24172,2
"281",10373,19.41056,-72.08284,6
"282",10374,19.42033,-72.08705,4
"283",10375,19.41298,-72.07846,0
"284",10376,19.33974,-72.119,6
"285",10377,19.33618,-72.11417,3
"286",10378,19.33792,-72.02396,2
"287",10381,19.80793,-72.57254,2
"288",10383,19.83896,-72.51506,7
"289",10384,19.75106,-72.42945,2
"290",10385,19.72171,-72.44877,6
"291",10386,19.8084,-72.4336,1
"292",10387,19.75065,-72.42816,2
"293",10388,19.73704,-72.43028,5
"294",10390,19.70738,-72.40183,5
"295",10391,19.69963,-72.40257,4
"296",10392,19.63352,-72.42586,4
"297",10393,19.69876,-72.35651,6
"298",10394,19.78021,-72.37974,6
"299",10395,19.76785,-72.38338,2
"300",10396,19.59744,-72.4693,4
"301",10397,19.62971,-72.50612,2
"302",10398,19.56692,-72.44271,1
"303",10399,19.53903,-72.47298,5
"304",10401,19.66872,-72.55049,5
"305",10402,19.66546,-71.84096,6
"306",10403,19.66114,-71.81317,4
"307",10404,19.52038,-71.88155,4
"308",10405,19.6161,-71.77992,6
"309",10406,19.52164,-71.92211,5
"310",10407,19.54896,-71.72031,6
"311",10408,19.49733,-71.81072,5
"312",10410,19.55129,-71.72512,8
"313",10411,19.50208,-71.77363,4
"314",10412,19.47755,-71.74866,2
"315",10413,19.44752,-71.6982,4
"316",10414,19.41448,-71.72902,1
"317",10415,19.41043,-71.78475,5
"318",10416,19.61273,-72.02686,6
"319",10417,19.55606,-71.97565,5
"320",10418,19.56572,-72.00915,5
"321",10419,19.5842,-72.08833,6
"322",10420,19.47434,-72.0481,1
"323",10422,19.63695,-71.95341,6
"324",10423,19.57798,-71.94101,6
"325",10424,19.67646,-71.89529,4
"326",10425,19.55959,-71.88558,5
"327",10426,19.64163,-71.95523,6
"328",10427,19.57444,-71.93706,8
"329",10428,19.68484,-71.99224,7
"330",10429,19.69243,-72.01808,5
"331",10430,19.69114,-72.01797,6
"332",10431,19.43514,-71.92067,5
"333",10432,19.47525,-71.99829,6
"334",10433,19.37766,-71.8365,3
"335",10434,19.37847,-71.82997,4
"336",10435,19.33073,-71.8606,4
"337",10436,19.36856,-71.98517,6
"338",10437,19.47518,-72.66647,2
"339",10438,19.42686,-72.51557,3
"340",10439,19.42842,-72.54015,3
"341",10440,19.6087,-72.61588,5
"342",10441,19.45376,-72.68996,3
"343",10442,19.43742,-72.63531,4
"344",10443,19.53825,-72.69564,5
"345",10444,19.44301,-72.69497,4
"346",10445,19.43826,-72.6802,4
"347",10446,19.5219,-72.61579,1
"348",10448,19.45252,-72.60744,3
"349",10449,19.59364,-72.63961,4
"350",10450,19.45604,-72.63821,1
"351",10451,19.482,-72.48134,6
"352",10452,19.51436,-72.54516,0
"353",10453,19.44126,-72.43956,1
"354",10454,19.48474,-72.48368,5
"355",10455,19.53951,-72.50749,5
"356",10456,19.55803,-72.52124,2
"357",10457,19.30483,-72.61005,4
"358",10458,19.31711,-72.58991,1
"359",10459,19.35274,-72.58287,6
"360",10460,19.66936,-72.6808,7
"361",10461,19.71108,-72.73865,5
"362",10462,19.78489,-72.73496,2
"363",10463,19.72018,-72.61991,3
"364",10464,19.66867,-72.68223,2
"365",10465,19.75957,-72.65443,1
"366",10466,19.65088,-72.71586,4
"367",10467,19.60997,-72.69025,0
"368",10468,19.75954,-72.67509,3
"369",10470,19.72783,-72.6687,4
"370",10471,19.75979,-72.78444,3
"371",10472,19.701,-72.705,3
"372",10473,19.71563,-72.69883,1
"373",10474,19.59995,-72.78127,5
"374",10475,19.67669,-72.82393,3
"375",10478,19.60203,-72.89018,4
"376",10480,19.66683,-73.022,5
"377",10481,19.63633,-72.91643,2
"378",10483,19.63797,-72.91513,3
"379",10484,19.11343,-72.69902,6
"380",10485,19.04905,-72.71478,2
"381",10486,19.0802,-72.67497,5
"382",10488,18.98285,-72.6461,1
"383",10489,19.07533,-72.7088,5
"384",10490,18.9722,-72.67795,3
"385",10491,18.99722,-72.73793,7
"386",10492,19.14884,-72.617,5
"387",10493,19.20686,-72.64051,3
"388",10494,19.2378,-72.71885,2
"389",10495,19.0675,-72.61525,4
"390",10496,19.07065,-72.68101,3
"391",10497,19.09404,-72.65513,3
"392",10498,19.10656,-72.70268,4
"393",10499,19.16512,-72.636,2
"394",10501,19.07448,-72.49139,8
"395",10503,19.04585,-72.52415,2
"396",10504,18.99278,-72.38916,4
"397",10505,19.0818,-72.49523,4
"398",10506,19.05064,-72.46715,6
"399",10507,19.01589,-72.45949,5
"400",10508,19.12719,-72.53512,5
"401",10509,19.02695,-72.4213,0
"402",10514,18.91404,-72.31641,5
"403",10515,19.26321,-72.51625,8
"404",10517,19.19361,-72.32925,2
"405",10518,19.16453,-72.36237,1
"406",10519,19.23449,-72.52742,4
"407",10520,19.20401,-72.45701,5
"408",10521,19.27893,-72.46634,3
"409",10522,19.2222,-72.58161,2
"410",10523,19.25654,-72.58216,4
"411",10524,19.14277,-72.43297,6
"412",10525,19.25917,-72.51613,4
"413",10526,19.15641,-72.32392,5
"414",10527,19.19762,-72.49395,4
"415",10528,19.2882,-72.57913,4
"416",10529,19.25883,-72.51018,1
"417",10530,19.20987,-72.48753,1
"418",10531,19.12145,-72.47514,7
"419",10533,19.16106,-72.56587,1
"420",10534,18.94788,-72.31425,4
"421",10535,19.10753,-72.30139,4
"422",10536,19.06127,-72.40515,2
"423",10537,19.01179,-72.36694,1
"424",10539,19.18477,-72.54282,3
"425",10542,19.25611,-72.68971,2
"426",10544,19.23705,-72.64158,3
"427",10545,19.28415,-72.63476,2
"428",10546,19.30107,-72.6504,2
"429",10547,19.33012,-72.6757,2
"430",10548,19.37622,-72.33669,6
"431",10549,19.39704,-72.28958,NA
"432",10550,19.30707,-72.42919,3
"433",10551,19.28778,-72.36296,4
"434",10552,19.43236,-72.3325,4
"435",10553,19.25196,-72.29013,1
"436",10554,19.41368,-72.37384,3
"437",10558,19.51683,-72.36024,6
"438",10559,19.13806,-72.01399,7
"439",10560,19.06304,-71.98393,6
"440",10561,19.17133,-72.05783,2
"441",10563,19.06268,-72.08307,1
"442",10564,19.1417,-71.94004,2
"443",10565,19.127,-72.05719,4
"444",10566,19.14257,-72.01571,4
"445",10567,19.21315,-71.97984,3
"446",10570,19.17663,-72.13751,6
"447",10571,19.10584,-72.20007,4
"448",10572,19.23711,-72.17224,4
"449",10573,19.15108,-72.16618,5
"450",10574,19.20842,-72.22638,3
"451",10575,19.16703,-72.22233,5
"452",10578,19.02617,-71.96961,8
"453",10580,19.27077,-71.94244,3
"454",10584,18.79798,-72.00098,5
"455",10585,18.83702,-72.11341,4
"456",10586,18.83439,-72.09959,0
"457",10587,18.77555,-72.03218,5
"458",10589,18.70385,-72.153,2
"459",10590,18.81638,-72.1974,6
"460",10594,18.9192,-72.1403,7
"461",10595,18.91547,-72.08448,2
"462",10596,18.93671,-71.99354,7
"463",10597,18.81012,-71.94911,6
"464",10599,18.93535,-71.90725,6
"465",10600,18.86752,-71.76179,6
"466",10601,18.85414,-71.81529,3
"467",10602,18.89276,-71.83862,2
"468",10603,18.79814,-71.78324,4
"469",10604,18.74496,-71.8218,3
"470",10605,18.745,-71.821,2
"471",10606,19.16312,-71.7899,7
"472",10607,19.13385,-71.7324,4
"473",10610,19.23182,-71.68213,4
"474",10611,19.05107,-71.7506,1
"475",10612,19.08651,-71.82861,6
"476",10613,18.19346,-73.75095,7
"477",10614,18.19546,-73.75776,3
"478",10615,18.2223,-73.74539,1
"479",10616,18.19222,-73.75244,6
"480",10617,18.22852,-73.76136,8
"481",10618,18.19453,-73.74921,6
"482",10619,18.20088,-73.75373,4
"483",10622,18.28221,-73.80329,5
"484",10623,18.19309,-73.77776,4
"485",10624,18.26232,-73.73537,2
"486",10625,18.23401,-73.80275,1
"487",10626,18.26879,-73.77594,3
"488",10628,18.19922,-73.75873,1
"489",10629,18.19448,-73.74355,2
"490",10630,18.21378,-73.75113,3
"491",10631,18.1972,-73.82662,5
"492",10633,18.23458,-73.88766,4
"493",10634,18.17268,-73.83233,6
"494",10635,18.20535,-73.8598,6
"495",10636,18.28793,-73.88375,5
"496",10637,18.16175,-73.82089,3
"497",10638,18.203,-73.88899,5
"498",10640,18.31267,-73.86584,3
"499",10641,18.32937,-73.85319,2
"500",10642,18.29545,-73.82892,6
"501",10643,18.28105,-73.84389,1
"502",10648,18.34515,-73.77788,3
"503",10649,18.35588,-73.72299,1
"504",10650,18.35335,-73.77325,2
"505",10651,18.08318,-73.65397,7
"506",10652,18.10988,-73.93922,3
"507",10653,18.06013,-73.885,3
"508",10654,18.13206,-73.94707,3
"509",10655,18.08199,-73.91998,5
"510",10656,18.07627,-73.81247,6
"511",10657,18.11502,-73.85211,4
"512",10658,18.14528,-73.87499,3
"513",10659,18.17386,-73.91654,7
"514",10660,18.31118,-73.19286,2
"515",10661,18.30811,-73.24628,5
"516",10663,18.29408,-73.34419,5
"517",10664,18.29894,-73.34353,5
"518",10665,18.31722,-73.37786,3
"519",10670,18.27732,-73.12987,8
"520",10671,18.28103,-73.39755,6
"521",10672,18.26303,-73.54661,6
"522",10673,18.26425,-73.54254,5
"523",10674,18.2909,-73.57026,3
"524",10677,18.39365,-73.61257,5
"525",10678,18.2946,-73.64613,3
"526",10679,18.29943,-73.65364,6
"527",10681,18.39356,-73.61374,5
"528",10683,18.24577,-73.65325,3
"529",10684,18.41467,-73.65718,5
"530",10686,18.206,-74.04046,3
"531",10687,18.22936,-74.06366,1
"532",10688,18.25376,-74.10002,5
"533",10690,18.1798,-74.00349,2
"534",10691,18.27358,-74.16625,5
"535",10692,18.31769,-74.09336,2
"536",10693,18.30764,-74.21908,7
"537",10694,18.32536,-74.39614,8
"538",10695,18.47225,-73.65751,6
"539",10696,18.64595,-74.11749,8
"540",10697,18.64082,-74.12246,7
"541",10698,18.62249,-74.11193,3
"542",10699,18.63572,-74.18617,3
"543",10700,18.59535,-74.13793,5
"544",10701,18.54573,-74.1115,3
"545",10702,18.64744,-74.11556,2
"546",10703,18.58721,-74.20901,5
"547",10704,18.66334,-74.15837,2
"548",10705,18.53653,-74.15766,6
"549",10706,18.63749,-74.11212,5
"550",10708,18.64764,-74.27798,8
"551",10709,18.64855,-74.30701,5
"552",10710,18.6651,-74.24478,5
"553",10712,18.55974,-74.25906,6
"554",10714,18.55964,-74.25614,1
"555",10715,18.55076,-74.31316,7
"556",10716,18.48986,-74.35039,3
"557",10718,18.44134,-74.4492,4
"558",10720,18.48426,-74.4513,2
"559",10721,18.48882,-74.37396,4
"560",10722,18.48989,-74.45417,3
"561",10723,18.56016,-74.42121,7
"562",10725,18.51679,-74.44123,5
"563",10727,18.54532,-74.36555,3
"564",10728,18.40626,-74.44985,3
"565",10729,18.37252,-74.4475,4
"566",10732,18.47732,-73.99748,3
"567",10733,18.5078,-73.9842,2
"568",10735,18.56759,-73.89263,5
"569",10736,18.59915,-74.0158,2
"570",10737,18.53634,-73.99961,5
"571",10738,18.50923,-74.06231,3
"572",10741,18.47157,-73.94288,7
"573",10743,18.47833,-73.95889,3
"574",10744,18.5412,-73.79931,5
"575",10745,18.57507,-73.70823,4
"576",10746,18.43507,-73.9011,0
"577",10747,18.60687,-73.79512,5
"578",10749,18.45842,-73.87502,2
"579",10751,19.93565,-72.83195,6
"580",10752,19.93629,-72.84225,3
"581",10754,19.88581,-72.92207,4
"582",10755,19.90327,-72.96221,4
"583",10756,19.82222,-72.93935,4
"584",10757,19.8076,-72.98233,2
"585",10758,19.77743,-72.90327,4
"586",10759,19.75222,-72.93096,3
"587",10760,19.94615,-72.82352,4
"588",10761,19.77217,-72.95738,2
"589",10762,19.92877,-72.82347,2
"590",10763,19.94529,-72.82095,3
"591",10764,19.90543,-72.793,4
"592",10765,19.94432,-72.77466,5
"593",10766,19.94029,-72.83853,3
"594",10767,19.9378,-72.83436,2
"595",10768,19.92445,-72.77424,2
"596",10770,19.94494,-72.82548,1
"597",10771,19.93423,-72.84577,1
"598",10772,20.01943,-72.72596,4
"599",10773,20.00576,-72.66437,5
"600",10774,20.03353,-72.86808,5
"601",10775,20.03243,-72.78558,5
"602",10776,20.03976,-72.8297,5
"603",10777,20.04501,-72.84009,5
"604",10778,19.78257,-72.79706,5
"605",10779,19.81623,-72.76053,NA
"606",10780,19.74288,-72.87572,2
"607",10781,19.87499,-72.83444,4
"608",10782,19.90597,-72.65535,4
"609",10783,19.93447,-72.73036,5
"610",10784,19.93153,-72.72046,4
"611",10785,19.92484,-72.70784,4
"612",10786,19.82846,-72.6871,4
"613",10787,19.84947,-72.71323,3
"614",10788,19.87219,-72.73672,1
"615",10789,19.84748,-72.68823,1
"616",10790,19.87079,-72.6834,5
"617",10791,19.88481,-72.67364,4
"618",10793,19.91187,-72.69759,6
"619",10794,19.91855,-72.74767,5
"620",10795,19.89204,-72.61744,7
"621",10796,19.8455,-72.60903,4
"622",10797,19.88315,-72.57926,2
"623",10798,19.83775,-72.64099,4
"624",10799,19.8037,-73.3749,6
"625",10800,19.79988,-73.25608,4
"626",10801,19.81372,-73.26794,4
"627",10802,19.82498,-73.29091,2
"628",10803,19.78302,-73.24451,5
"629",10804,19.82485,-73.29106,1
"630",10805,19.66428,-73.21074,8
"631",10806,19.72708,-73.15906,5
"632",10807,19.7205,-73.17142,3
"633",10808,19.74918,-73.20883,6
"634",10809,19.693,-73.2,5
"635",10810,19.69281,-73.33598,6
"636",10811,19.7027,-73.37993,4
"637",10812,19.69476,-73.36817,1
"638",10815,19.70608,-73.39393,2
"639",10816,19.85592,-73.19006,3
"640",10817,19.9058,-73.19544,3
"641",10818,19.78006,-73.19334,4
"642",10819,19.88017,-73.07621,NA
"643",10820,19.83061,-73.13338,3
"644",10821,19.78979,-73.14919,5
"645",10822,19.80086,-73.07792,4
"646",10823,19.78321,-73.01836,5
"647",10824,19.8327,-73.01517,4
"648",10825,19.8755,-73.01326,3
"649",10826,19.80324,-73.10826,4
"650",10827,19.76476,-73.09442,3
"651",10828,19.90561,-73.04114,1
"652",10829,19.86006,-73.09784,1
"653",10830,19.7548,-73.14942,1
"654",10831,19.83772,-73.20543,3
"655",10833,18.44247,-73.09493,5
"656",10834,18.43349,-73.07122,2
"657",10835,18.4097,-73.09303,5
"658",10836,18.35427,-73.0905,5
"659",10837,18.32273,-73.06328,3
"660",10838,18.32125,-73.01094,8
"661",10839,18.37359,-73.11436,3
"662",10840,18.48279,-73.20675,4
"663",10841,18.47569,-73.22266,6
"664",10842,18.47693,-73.24321,5
"665",10843,18.36321,-73.18875,5
"666",10844,18.3609,-73.23108,7
"667",10845,18.37267,-73.29253,3
"668",10846,18.41901,-73.14485,6
"669",10847,18.42207,-73.19819,5
"670",10848,18.39852,-73.1479,3
"671",10850,18.50379,-73.34205,6
"672",10851,18.43611,-73.27837,3
"673",10852,18.42232,-73.26927,2
"674",10853,18.52734,-73.50971,7
"675",10854,18.37971,-73.41818,4
"676",10855,18.38982,-73.35727,6
"677",10857,18.37274,-73.5296,5
"678",10858,18.44682,-73.38851,4
"679",10859,18.43189,-73.59058,5
"680",10860,18.44863,-73.54218,4
"681",10861,18.55408,-73.59059,3
"682",10862,18.23814,-72.54208,4
"683",10863,18.26012,-72.50866,3
"684",10864,18.23332,-72.53717,2
"685",10865,18.22717,-72.46642,2
"686",10866,18.21608,-72.62314,5
"687",10867,18.33357,-72.47214,4
"688",10868,18.3288,-72.51088,4
"689",10869,18.25847,-72.6078,3
"690",10871,18.1945,-72.57141,1
"691",10872,18.28099,-72.51803,1
"692",10873,18.23321,-72.52715,1
"693",10874,18.23392,-72.53605,6
"694",10876,18.23139,-72.3267,5
"695",10877,18.25022,-72.3058,2
"696",10878,18.31647,-72.23876,3
"697",10880,18.23092,-72.39783,3
"698",10881,18.24222,-72.39839,2
"699",10882,18.26989,-72.42506,4
"700",10883,18.18653,-71.91825,2
"701",10884,18.25915,-71.8948,4
"702",10885,18.23749,-71.85061,7
"703",10886,18.21718,-71.8422,5
"704",10887,18.27643,-71.81092,1
"705",10888,18.26917,-71.78399,4
"706",10889,18.24512,-71.84263,6
"707",10890,18.04303,-71.75573,7
"708",10891,18.14408,-71.7607,4
"709",10892,18.26791,-72.66615,8
"710",10893,18.31444,-72.65958,4
"711",10894,18.18314,-72.75501,5
"712",10895,18.19684,-72.86514,4
"713",10896,18.23124,-72.73484,4
"714",10897,18.17803,-72.80058,1
"715",10898,18.19009,-72.67404,3
"716",10899,18.23595,-72.82644,2
"717",10900,18.25731,-72.86056,2
"718",10901,18.23217,-72.94109,6
"719",10902,18.19031,-73.00335,2
"720",10903,18.26344,-72.95444,4
"721",10904,18.26024,-72.99071,1
"722",10905,18.23853,-72.98385,6
"723",10907,18.23783,-72.06372,6
"724",10908,18.26469,-71.97244,2
"725",21003,18.52968,-72.37299,2
"726",21006,18.53053,-72.367,3
"727",21007,18.52583,-72.39899,6
"728",21008,18.41456,-72.40655,2
"729",21009,18.52431,-72.34403,6
"730",21010,18.55058,-72.32729,1
"731",21011,18.84453,-72.57597,5
"732",21012,19.46245,-72.76918,1
"733",21013,19.56004,-72.90109,5
"734",21014,19.32866,-72.64793,2
