"clusterid","birthorder","rural","facilitybirth","age","married","educat","wealth","pca","svyweight","latitude","longitude","xvar","yvar","surface_var"
224,2,1,0,25.666666,1,0,-2.4133,-0.82025921,2604258,19.050411,-72.651315,-6318.744000176,2117.12870568858,9.73373292484607e-11
224,3,1,0,40.75,1,1,-6.5843,-0.227974,2604258,19.050411,-72.651315,-6318.744000176,2117.12870568858,9.73373292484607e-11
225,13,1,0,41.166668,1,0,-6.0648,-1.1073581,317899,19.873964,-72.757182,-6327.95163077521,2208.65259443596,8.22305586077596e-10
225,1,1,1,24.416666,1,2,-3.1486,0.96238738,317899,19.873964,-72.757182,-6327.95163077521,2208.65259443596,8.22305586077596e-10
225,2,1,0,32,0,0,-7.7947,-1.2433714,317899,19.873964,-72.757182,-6327.95163077521,2208.65259443596,8.22305586077596e-10
225,1,1,0,20.666666,1,2,-7.7884,0.59758353,317899,19.873964,-72.757182,-6327.95163077521,2208.65259443596,8.22305586077596e-10
225,1,1,0,18.333334,0,1,-6.5643,-0.22640149,317899,19.873964,-72.757182,-6327.95163077521,2208.65259443596,8.22305586077596e-10
225,1,1,1,22.333334,1,2,-6.7764,0.67715192,317899,19.873964,-72.757182,-6327.95163077521,2208.65259443596,8.22305586077596e-10
225,3,1,1,24.833334,1,0,-5.4742,-1.0609223,317899,19.873964,-72.757182,-6327.95163077521,2208.65259443596,8.22305586077596e-10
226,5,0,0,34.083332,1,1,8.3414,0.94555795,1087389,19.764409,-72.209983,-6280.35978198139,2196.47742218631,5.83273872875895
226,2,0,0,23.666666,1,1,4.7433,0.66265762,1087389,19.764409,-72.209983,-6280.35978198139,2196.47742218631,5.83273872875895
227,2,1,0,30.75,1,2,7.1081,1.7688196,341277,18.543488,-72.512371,-6306.65954490688,2060.79284842682,1.11881672987815e-10
227,1,1,1,24,1,2,6.9816,1.7588736,341277,18.543488,-72.512371,-6306.65954490688,2060.79284842682,1.11881672987815e-10
227,6,1,0,37.583332,0,1,-3.7925,-0.0084689511,341277,18.543488,-72.512371,-6306.65954490688,2060.79284842682,1.11881672987815e-10
228,6,1,0,31.5,1,0,-9.0599,-1.3428476,596823,19.040719,-72.239029,-6282.88601620342,2116.05160496799,1.78420658280758e-15
228,3,1,0,26.083334,1,1,-8.7345,-0.3970333,596823,19.040719,-72.239029,-6282.88601620342,2116.05160496799,1.78420658280758e-15
228,5,1,0,38.166668,1,1,-7.8753,-0.32947877,596823,19.040719,-72.239029,-6282.88601620342,2116.05160496799,1.78420658280758e-15
228,2,1,0,17.583334,1,0,-11.6332,-1.5451732,596823,19.040719,-72.239029,-6282.88601620342,2116.05160496799,1.78420658280758e-15
228,4,1,0,26.333334,1,0,-9.9815,-1.4153084,596823,19.040719,-72.239029,-6282.88601620342,2116.05160496799,1.78420658280758e-15
228,1,1,0,19.416666,1,0,-5.1407,-1.0347009,596823,19.040719,-72.239029,-6282.88601620342,2116.05160496799,1.78420658280758e-15
228,1,1,0,19.833334,1,0,-5.9177,-1.0957924,596823,19.040719,-72.239029,-6282.88601620342,2116.05160496799,1.78420658280758e-15
229,1,0,1,26.166666,1,3,23.6153,3.9869266,2000238,18.521841,-72.339878,-6291.6572134443,2058.3871530803,15.3531910540929
230,3,1,1,37.916668,0,2,1.3839,1.3187548,541984,18.486035,-72.588025,-6313.23944313156,2054.40792604756,34.8894468386104
230,7,1,0,31.333334,1,1,1.9181,0.44052652,541984,18.486035,-72.588025,-6313.23944313156,2054.40792604756,34.8894468386104
230,6,1,0,37.75,1,1,-3.4851,0.01570035,541984,18.486035,-72.588025,-6313.23944313156,2054.40792604756,34.8894468386104
230,3,1,0,23.416666,1,0,-3.8519,-0.93336904,541984,18.486035,-72.588025,-6313.23944313156,2054.40792604756,34.8894468386104
230,1,1,1,20.916666,1,1,-3.6319,0.0041582109,541984,18.486035,-72.588025,-6313.23944313156,2054.40792604756,34.8894468386104
230,3,1,0,21.166666,1,1,-1.3774,0.18141809,541984,18.486035,-72.588025,-6313.23944313156,2054.40792604756,34.8894468386104
230,4,1,0,26.333334,1,2,0.8827,1.279348,541984,18.486035,-72.588025,-6313.23944313156,2054.40792604756,34.8894468386104
231,2,1,0,25.916666,1,1,-9.9696,-0.49414292,330809,18.534063,-74.344674,-6466.02147232353,2059.74542020855,1.38729895054833e-10
231,9,1,0,30.5,0,0,-10.604,-1.4642524,330809,18.534063,-74.344674,-6466.02147232353,2059.74542020855,1.38729895054833e-10
231,4,1,0,29.666666,1,1,-8.6688,-0.39186764,330809,18.534063,-74.344674,-6466.02147232353,2059.74542020855,1.38729895054833e-10
231,1,1,0,28.166666,1,1,-9.7259,-0.47498205,330809,18.534063,-74.344674,-6466.02147232353,2059.74542020855,1.38729895054833e-10
231,3,1,0,21.833334,1,1,-14.0087,-0.81171685,330809,18.534063,-74.344674,-6466.02147232353,2059.74542020855,1.38729895054833e-10
233,1,1,0,21.833334,0,2,-12.4116,0.23408478,965233,18.876844,-72.094883,-6270.34912443967,2097.83968992612,2.70574258572683e-05
233,1,1,1,17.916666,0,1,-4.6344,-0.074663267,965233,18.876844,-72.094883,-6270.34912443967,2097.83968992612,2.70574258572683e-05
233,4,1,1,30.833334,1,0,-8.9795,-1.3365262,965233,18.876844,-72.094883,-6270.34912443967,2097.83968992612,2.70574258572683e-05
233,7,1,0,42.583332,1,0,-4.858,-1.0124736,965233,18.876844,-72.094883,-6270.34912443967,2097.83968992612,2.70574258572683e-05
233,1,1,1,22.416666,1,2,11.9174,2.1469505,965233,18.876844,-72.094883,-6270.34912443967,2097.83968992612,2.70574258572683e-05
233,6,1,1,34.416668,1,1,-0.6718,0.23689583,965233,18.876844,-72.094883,-6270.34912443967,2097.83968992612,2.70574258572683e-05
233,6,1,0,38.583332,1,0,2.7845,-0.41158265,965233,18.876844,-72.094883,-6270.34912443967,2097.83968992612,2.70574258572683e-05
233,1,1,1,21.833334,1,1,-6.8562,-0.24935211,965233,18.876844,-72.094883,-6270.34912443967,2097.83968992612,2.70574258572683e-05
234,2,1,0,24.083334,1,0,-12.885,-1.6435958,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,2,1,0,19,0,1,-10.6503,-0.54766291,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,3,1,0,26.583334,1,1,-9.0862,-0.42468569,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,4,1,0,31.333334,1,1,-8.33,-0.36522952,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,1,1,1,24.833334,1,0,-12.1041,-1.5821975,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,1,1,0,22.916666,1,1,-10.2446,-0.51576477,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,10,1,0,38.666668,1,0,-9.9761,-1.4148837,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,3,1,0,21.416666,1,0,-10.372,-1.4460114,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,9,1,0,40.166668,1,1,-12.2548,-0.67381662,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,5,1,0,27.5,1,1,-11.0416,-0.57842886,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,3,1,0,30.916666,1,0,-12.9853,-1.6514819,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
234,3,1,0,26.166666,0,0,-8.2317,-1.2777305,401979,19.823814,-72.699662,-6322.94891121136,2203.07927611804,3.0939045790496e-13
235,1,0,1,19.166666,0,1,0.0092,0.2904394,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
235,2,0,1,24.166666,1,3,3.2917,2.3889852,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
235,1,0,1,24.166666,1,3,3.2917,2.3889852,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
235,3,0,0,29.5,1,1,0.0529,0.29387531,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
235,2,0,0,25.5,1,2,4.7783,1.5856392,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
235,4,0,0,26,1,1,4.041,0.60743934,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
235,1,0,1,19.083334,1,2,2.1399,1.3781953,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
235,1,0,1,17.916666,0,1,1.8129,0.43225518,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
235,1,0,1,36.166668,0,0,-7.2125,-1.197596,1568465,18.602843,-72.291846,-6287.47969908249,2067.38914571018,0.133799443497755
236,2,0,1,26.833334,1,1,-0.4969,0.25064734,2089125,18.548392,-72.345673,-6292.16122526406,2061.33784449923,33.5815841525756
236,1,0,1,15.75,1,1,-4.781,-0.08618968,2089125,18.548392,-72.345673,-6292.16122526406,2061.33784449923,33.5815841525756
236,4,0,0,29.5,1,1,3.1541,0.53770691,2089125,18.548392,-72.345673,-6292.16122526406,2061.33784449923,33.5815841525756
236,4,0,1,26.583334,1,1,1.2305,0.386464,2089125,18.548392,-72.345673,-6292.16122526406,2061.33784449923,33.5815841525756
236,9,0,0,35.5,1,0,-4.2577,-0.96527505,2089125,18.548392,-72.345673,-6292.16122526406,2061.33784449923,33.5815841525756
237,3,0,0,29.416666,1,2,10.0679,2.0015337,1094954,19.459703,-72.687486,-6321.88992106168,2162.61454020462,0.433612763036621
237,2,0,1,31.666666,1,2,10.672,2.049031,1094954,19.459703,-72.687486,-6321.88992106168,2162.61454020462,0.433612763036621
237,3,0,1,33.166668,1,2,15.8297,2.4545548,1094954,19.459703,-72.687486,-6321.88992106168,2162.61454020462,0.433612763036621
238,6,1,1,29.666666,0,0,-3.3763,-0.89597505,2564049,18.469525,-72.641265,-6317.86991582939,2052.57312075486,27.5868290820855
238,4,1,0,24.833334,1,1,-3.2129,0.037102051,2564049,18.469525,-72.641265,-6317.86991582939,2052.57312075486,27.5868290820855
238,4,1,1,36.916668,1,2,-10.6289,0.37424943,2564049,18.469525,-72.641265,-6317.86991582939,2052.57312075486,27.5868290820855
239,2,1,0,17.083334,1,1,-5.715,-0.15962535,2206537,18.807607,-72.840897,-6335.23262292208,2090.14517665836,0.699375491201216
239,1,1,0,25.833334,0,0,-7.7198,-1.2374823,2206537,18.807607,-72.840897,-6335.23262292208,2090.14517665836,0.699375491201216
239,8,1,0,36.833332,1,1,-8.0803,-0.34559688,2206537,18.807607,-72.840897,-6335.23262292208,2090.14517665836,0.699375491201216
239,5,1,0,41.166668,1,1,-7.3349,-0.28698987,2206537,18.807607,-72.840897,-6335.23262292208,2090.14517665836,0.699375491201216
239,2,1,1,33.583332,1,2,-0.7125,1.1539255,2206537,18.807607,-72.840897,-6335.23262292208,2090.14517665836,0.699375491201216
239,1,1,1,19.833334,1,0,-0.9607,-0.70604867,2206537,18.807607,-72.840897,-6335.23262292208,2090.14517665836,0.699375491201216
239,5,1,0,31.583334,1,1,-10.0126,-0.49752381,2206537,18.807607,-72.840897,-6335.23262292208,2090.14517665836,0.699375491201216
240,4,1,1,31.5,0,1,-5.1676,-0.11658607,4003764,18.590442,-72.145172,-6274.7229381418,2066.01098578076,1.03483645785023e-10
240,3,1,0,23.166666,0,1,-9.2078,-0.43424648,4003764,18.590442,-72.145172,-6274.7229381418,2066.01098578076,1.03483645785023e-10
240,2,1,0,28.166666,1,1,-7.2611,-0.28118736,4003764,18.590442,-72.145172,-6274.7229381418,2066.01098578076,1.03483645785023e-10
240,3,1,0,40.833332,1,0,-7.9018,-1.2517921,4003764,18.590442,-72.145172,-6274.7229381418,2066.01098578076,1.03483645785023e-10
241,4,0,1,32.916668,0,2,6.9931,1.7597778,400264,19.947649,-72.81713,-6333.16552215932,2216.84142714296,2.07138701673972
241,4,0,0,21.083334,1,1,4.685,0.65807378,400264,19.947649,-72.81713,-6333.16552215932,2216.84142714296,2.07138701673972
241,2,0,1,27.166666,1,2,5.51,1.6431692,400264,19.947649,-72.81713,-6333.16552215932,2216.84142714296,2.07138701673972
242,1,0,1,18.583334,0,2,7.5968,1.8072436,1195700,19.644498,-73.048385,-6353.27859435575,2183.15135692568,0.000252072859318103
243,5,0,0,25,1,1,0.9618,0.36533749,542804,18.204444,-73.890193,-6426.49363869872,2023.11388260863,27.921115971309
243,1,0,1,24.5,0,1,10.7148,1.1321663,542804,18.204444,-73.890193,-6426.49363869872,2023.11388260863,27.921115971309
243,1,0,1,23.75,0,2,10.7148,2.0523961,542804,18.204444,-73.890193,-6426.49363869872,2023.11388260863,27.921115971309
243,2,0,1,33,1,2,16.2028,2.4838896,542804,18.204444,-73.890193,-6426.49363869872,2023.11388260863,27.921115971309
243,4,0,0,37.5,1,2,13.265,2.2529054,542804,18.204444,-73.890193,-6426.49363869872,2023.11388260863,27.921115971309
244,2,1,0,30.833334,1,2,4.5229,1.5655584,929236,18.935007,-72.028679,-6264.5911264215,2104.30351671227,0.0199974196719232
244,1,1,0,19.25,1,2,14.2604,2.3311687,929236,18.935007,-72.028679,-6264.5911264215,2104.30351671227,0.0199974196719232
244,9,1,0,38.5,0,0,-1.1579,-0.7215535,929236,18.935007,-72.028679,-6264.5911264215,2104.30351671227,0.0199974196719232
245,7,1,0,31.166666,1,1,2.2268,0.464798,864327,18.207191,-73.861035,-6423.95766343719,2023.41916487023,3.08990422434351e-05
246,1,1,0,17.416666,1,1,-7.5289,-0.30224308,554742,19.636241,-71.875205,-6251.24294522639,2182.23373201339,9.23437861601499e-05
247,1,0,1,28.5,1,3,18.9921,3.6234279,2391307,18.529249,-72.411135,-6297.85468889564,2059.21042610321,40.6851456646581
247,1,0,1,20,0,2,7.1817,1.7746063,2391307,18.529249,-72.411135,-6297.85468889564,2059.21042610321,40.6851456646581
247,1,0,1,30.333334,0,2,10.9585,2.071557,2391307,18.529249,-72.411135,-6297.85468889564,2059.21042610321,40.6851456646581
248,2,1,0,33.666668,1,0,-13.1941,-1.6678988,3267200,19.440585,-72.308446,-6288.92346029181,2160.4899001328,8.95034066481139e-11
248,4,1,0,26.083334,1,0,-11.0575,-1.4999088,3267200,19.440585,-72.308446,-6288.92346029181,2160.4899001328,8.95034066481139e-11
248,5,1,0,37.416668,1,0,-10.8634,-1.4846476,3267200,19.440585,-72.308446,-6288.92346029181,2160.4899001328,8.95034066481139e-11
248,4,1,0,38.25,1,1,-7.0133,-0.26170409,3267200,19.440585,-72.308446,-6288.92346029181,2160.4899001328,8.95034066481139e-11
248,2,1,0,28.166666,1,0,-12.0726,-1.5797209,3267200,19.440585,-72.308446,-6288.92346029181,2160.4899001328,8.95034066481139e-11
248,2,1,0,21.916666,1,1,-7.529,-0.30225095,3267200,19.440585,-72.308446,-6288.92346029181,2160.4899001328,8.95034066481139e-11
249,1,1,0,19.083334,1,2,7.3814,1.7903078,2009436,18.781085,-72.498314,-6305.436957478,2087.19770809549,0.671400407316485
250,1,0,0,30.25,1,2,8.8606,1.9066098,592739,18.647021,-74.131945,-6447.51967242613,2072.29877794645,12.6174552839407
250,2,0,1,28.833334,1,3,14.7099,3.2867403,592739,18.647021,-74.131945,-6447.51967242613,2072.29877794645,12.6174552839407
251,6,1,0,36.833332,1,1,-11.4616,-0.61145133,2168631,18.379887,-72.231671,-6282.24606469872,2042.61138381803,0
251,1,1,0,23.416666,1,1,-8.5282,-0.38081297,2168631,18.379887,-72.231671,-6282.24606469872,2042.61138381803,0
251,1,1,0,23.583334,0,1,-9.3408,-0.44470358,2168631,18.379887,-72.231671,-6282.24606469872,2042.61138381803,0
251,2,1,0,32.25,1,1,-7.6444,-0.31132427,2168631,18.379887,-72.231671,-6282.24606469872,2042.61138381803,0
251,1,1,0,26.833334,1,0,-8.3734,-1.2888716,2168631,18.379887,-72.231671,-6282.24606469872,2042.61138381803,0
251,2,1,0,21.833334,1,0,-7.2928,-1.2039095,2168631,18.379887,-72.231671,-6282.24606469872,2042.61138381803,0
251,1,1,1,23.916666,1,0,-8.7211,-1.3162094,2168631,18.379887,-72.231671,-6282.24606469872,2042.61138381803,0
251,3,1,0,27.5,0,1,-12.3299,-0.67972136,2168631,18.379887,-72.231671,-6282.24606469872,2042.61138381803,0
252,4,0,1,33.5,1,0,6.7701,-0.098215163,1357089,19.446015,-72.681111,-6321.33546457316,2161.09335214608,21.9071878004796
252,9,0,0,40.25,0,0,2.8527,-0.40622041,1357089,19.446015,-72.681111,-6321.33546457316,2161.09335214608,21.9071878004796
253,3,0,0,39.166668,1,0,0.5217,-0.58949512,454176,18.574259,-72.319418,-6289.87773426703,2064.21252096841,39.7576868586123
254,2,0,1,24,1,1,1.6417,0.41879457,1627851,18.728699,-72.429046,-6299.41247245107,2081.37589646233,3.97793208411257e-13
254,3,0,0,23.5,1,1,4.9012,0.67507249,1627851,18.728699,-72.429046,-6299.41247245107,2081.37589646233,3.97793208411257e-13
254,3,0,0,27.833334,1,2,3.7881,1.5077848,1627851,18.728699,-72.429046,-6299.41247245107,2081.37589646233,3.97793208411257e-13
254,1,0,0,19,0,2,3.1538,1.457913,1627851,18.728699,-72.429046,-6299.41247245107,2081.37589646233,3.97793208411257e-13
254,1,0,1,25.333334,0,2,11.5331,2.116735,1627851,18.728699,-72.429046,-6299.41247245107,2081.37589646233,3.97793208411257e-13
255,1,0,1,25.083334,1,2,0.0091,1.2106613,700414,19.661742,-71.814268,-6245.94303698469,2185.06773381649,16.7526665035712
255,1,0,1,22.166666,0,2,3.4179,1.478678,700414,19.661742,-71.814268,-6245.94303698469,2185.06773381649,16.7526665035712
255,1,0,1,23.916666,0,2,15.0661,2.3945167,700414,19.661742,-71.814268,-6245.94303698469,2185.06773381649,16.7526665035712
255,5,0,0,33.583332,1,2,3.5094,1.4858721,700414,19.661742,-71.814268,-6245.94303698469,2185.06773381649,16.7526665035712
255,4,0,1,41,1,2,10.3399,2.0229197,700414,19.661742,-71.814268,-6245.94303698469,2185.06773381649,16.7526665035712
255,3,0,1,29.75,1,0,12.1965,0.32843509,700414,19.661742,-71.814268,-6245.94303698469,2185.06773381649,16.7526665035712
256,1,0,1,21.083334,0,2,26.2073,3.2704926,2080709,18.515458,-72.351527,-6292.67036852426,2057.67779134903,8.05677686848614
257,1,0,1,22.583334,1,2,14.3584,2.3388739,1198378,18.529828,-72.363858,-6293.74283957679,2059.27477209137,55
257,2,0,1,29.583334,0,2,16.2085,2.4843378,1198378,18.529828,-72.363858,-6293.74283957679,2059.27477209137,55
257,1,0,1,29.583334,0,2,16.2085,2.4843378,1198378,18.529828,-72.363858,-6293.74283957679,2059.27477209137,55
257,1,0,1,27,1,3,17.3232,3.4922109,1198378,18.529828,-72.363858,-6293.74283957679,2059.27477209137,55
257,1,0,0,25.916666,1,2,8.0064,1.8394483,1198378,18.529828,-72.363858,-6293.74283957679,2059.27477209137,55
257,1,0,1,35.916668,1,2,16.5156,2.5084834,1198378,18.529828,-72.363858,-6293.74283957679,2059.27477209137,55
257,4,0,1,32.416668,1,3,22.8168,3.9241445,1198378,18.529828,-72.363858,-6293.74283957679,2059.27477209137,55
258,1,0,0,23,0,1,5.2619,0.7034325,638069,19.930612,-72.846202,-6335.69401769409,2214.94805477641,2.9683116939792
258,2,0,0,36,1,2,15.0482,2.3931093,638069,19.930612,-72.846202,-6335.69401769409,2214.94805477641,2.9683116939792
259,3,1,0,25,1,1,-6.8085,-0.2456017,1706648,18.442868,-72.169072,-6276.80160638895,2049.61064924139,2.27494805574223e-16
259,1,1,0,20.75,0,2,-6.1543,0.7260645,1706648,18.442868,-72.169072,-6276.80160638895,2049.61064924139,2.27494805574223e-16
259,1,1,0,21.666666,1,1,-11.4709,-0.6121825,1706648,18.442868,-72.169072,-6276.80160638895,2049.61064924139,2.27494805574223e-16
259,3,1,0,28.416666,1,2,-6.9653,0.66229969,1706648,18.442868,-72.169072,-6276.80160638895,2049.61064924139,2.27494805574223e-16
259,1,1,0,23.833334,1,1,-5.4906,-0.14198193,1706648,18.442868,-72.169072,-6276.80160638895,2049.61064924139,2.27494805574223e-16
259,7,1,0,39.333332,1,0,-6.4263,-1.135781,1706648,18.442868,-72.169072,-6276.80160638895,2049.61064924139,2.27494805574223e-16
259,1,1,0,20.083334,1,2,-5.0315,0.81434453,1706648,18.442868,-72.169072,-6276.80160638895,2049.61064924139,2.27494805574223e-16
260,1,0,1,23.333334,0,1,4.7232,0.66107726,1069689,18.519977,-72.419076,-6298.54534598981,2058.18000122896,0.443517160398883
260,1,0,1,24.416666,0,2,6.9384,1.755477,1069689,18.519977,-72.419076,-6298.54534598981,2058.18000122896,0.443517160398883
260,2,0,1,33.416668,1,2,13.7234,2.2889471,1069689,18.519977,-72.419076,-6298.54534598981,2058.18000122896,0.443517160398883
260,2,0,0,20.333334,0,1,3.9274,0.59850752,1069689,18.519977,-72.419076,-6298.54534598981,2058.18000122896,0.443517160398883
260,1,0,0,22.333334,0,2,6.0264,1.683771,1069689,18.519977,-72.419076,-6298.54534598981,2058.18000122896,0.443517160398883
261,6,1,0,32.666668,1,0,-10.11,-1.4254117,1872529,18.423839,-72.028186,-6264.54824845305,2047.49590000366,3.807271949615e-16
261,5,1,0,32.666668,1,0,-10.11,-1.4254117,1872529,18.423839,-72.028186,-6264.54824845305,2047.49590000366,3.807271949615e-16
261,11,1,0,39.083332,1,0,-3.8428,-0.93265355,1872529,18.423839,-72.028186,-6264.54824845305,2047.49590000366,3.807271949615e-16
261,2,1,0,23.25,1,0,-5.4212,-1.0567552,1872529,18.423839,-72.028186,-6264.54824845305,2047.49590000366,3.807271949615e-16
261,7,1,0,36.5,1,0,-6.8005,-1.1652025,1872529,18.423839,-72.028186,-6264.54824845305,2047.49590000366,3.807271949615e-16
262,1,1,1,16.333334,0,1,-8.3221,-0.36460838,802654,18.911539,-72.008079,-6262.79947094487,2101.69544823201,0.0105699209548783
262,2,1,0,25,0,2,-7.6067,0.61186963,802654,18.911539,-72.008079,-6262.79947094487,2101.69544823201,0.0105699209548783
262,3,1,1,23.666666,1,2,4.7569,1.5839567,802654,18.911539,-72.008079,-6262.79947094487,2101.69544823201,0.0105699209548783
262,2,1,1,38.083332,1,0,-8.7307,-1.3169643,802654,18.911539,-72.008079,-6262.79947094487,2101.69544823201,0.0105699209548783
263,1,0,1,21.083334,1,2,3.6595,1.4976737,433067,19.40613,-71.782367,-6243.16849322936,2156.6608137391,35.8628702095234
263,7,0,1,39.333332,1,0,-2.5942,-0.83448249,433067,19.40613,-71.782367,-6243.16849322936,2156.6608137391,35.8628702095234
263,5,0,1,32.666668,1,1,0.333,0.31589815,433067,19.40613,-71.782367,-6243.16849322936,2156.6608137391,35.8628702095234
263,3,0,0,24.916666,1,2,-1.6909,1.0769989,433067,19.40613,-71.782367,-6243.16849322936,2156.6608137391,35.8628702095234
263,2,0,1,26.75,1,2,1.4059,1.3204846,433067,19.40613,-71.782367,-6243.16849322936,2156.6608137391,35.8628702095234
263,4,0,1,33,1,1,2.7054,0.50242788,433067,19.40613,-71.782367,-6243.16849322936,2156.6608137391,35.8628702095234
263,1,0,1,19,0,2,0.0135,1.2110072,433067,19.40613,-71.782367,-6243.16849322936,2156.6608137391,35.8628702095234
263,1,0,0,28.833334,1,2,4.2478,1.5439287,433067,19.40613,-71.782367,-6243.16849322936,2156.6608137391,35.8628702095234
264,2,1,0,33.916668,1,1,-7.9531,-0.33559579,747436,18.121344,-73.858539,-6423.7405774144,2013.87873301303,4.05424798421228e-11
264,2,1,0,25.083334,1,1,-9.8787,-0.48699594,747436,18.121344,-73.858539,-6423.7405774144,2013.87873301303,4.05424798421228e-11
264,1,1,1,22,0,2,-6.9159,0.66618377,747436,18.121344,-73.858539,-6423.7405774144,2013.87873301303,4.05424798421228e-11
264,8,1,0,45.583332,1,0,-11.2734,-1.5168839,747436,18.121344,-73.858539,-6423.7405774144,2013.87873301303,4.05424798421228e-11
264,1,1,0,22.75,0,1,-14.0185,-0.81248736,747436,18.121344,-73.858539,-6423.7405774144,2013.87873301303,4.05424798421228e-11
265,3,1,1,27,1,2,-4.7016,0.84028292,613503,19.834307,-72.941245,-6343.96024640597,2204.24539434555,12.4835364388164
265,3,1,0,30.416666,1,2,-6.0682,0.7328341,613503,19.834307,-72.941245,-6343.96024640597,2204.24539434555,12.4835364388164
265,6,1,1,44.333332,1,1,-9.8563,-0.48523474,613503,19.834307,-72.941245,-6343.96024640597,2204.24539434555,12.4835364388164
265,1,1,0,17.083334,0,1,-9.5391,-0.4602949,613503,19.834307,-72.941245,-6343.96024640597,2204.24539434555,12.4835364388164
265,2,1,0,31.416666,1,2,-9.1742,0.48862511,613503,19.834307,-72.941245,-6343.96024640597,2204.24539434555,12.4835364388164
265,9,1,0,41.5,1,1,-10.4229,-0.52978361,613503,19.834307,-72.941245,-6343.96024640597,2204.24539434555,12.4835364388164
266,1,0,1,22.583334,1,0,2.3579,-0.44512403,658646,18.530556,-72.293383,-6287.61337745471,2059.35567689168,22.7330319231735
266,3,0,1,26.166666,1,1,0.478,0.32729876,658646,18.530556,-72.293383,-6287.61337745471,2059.35567689168,22.7330319231735
266,4,0,1,28,1,0,2.6015,-0.425971,658646,18.530556,-72.293383,-6287.61337745471,2059.35567689168,22.7330319231735
266,1,0,0,18.75,0,1,3.9976,0.60402703,658646,18.530556,-72.293383,-6287.61337745471,2059.35567689168,22.7330319231735
266,3,0,0,28.666666,1,0,0.8455,-0.56403637,658646,18.530556,-72.293383,-6287.61337745471,2059.35567689168,22.7330319231735
268,2,1,0,20,0,1,-12.9051,-0.72494638,438390,18.336591,-74.325935,-6464.39167465477,2037.79977085905,2.1102653814669e-16
268,7,1,0,35.333332,1,1,-14.5302,-0.85271972,438390,18.336591,-74.325935,-6464.39167465477,2037.79977085905,2.1102653814669e-16
268,6,1,0,29.083334,1,1,-12.6466,-0.70462185,438390,18.336591,-74.325935,-6464.39167465477,2037.79977085905,2.1102653814669e-16
268,1,1,0,35.416668,0,1,-13.2297,-0.75046802,438390,18.336591,-74.325935,-6464.39167465477,2037.79977085905,2.1102653814669e-16
269,1,0,1,36.083332,1,3,15.3193,3.3346543,775137,18.597411,-72.218034,-6281.0600061679,2066.78547143096,2.95213196211726
269,1,0,1,25.416666,1,2,12.3098,2.1778028,775137,18.597411,-72.218034,-6281.0600061679,2066.78547143096,2.95213196211726
269,1,0,1,31.333334,1,3,12.8372,3.1394994,775137,18.597411,-72.218034,-6281.0600061679,2066.78547143096,2.95213196211726
269,2,0,0,22.416666,1,2,13.1981,2.2476454,775137,18.597411,-72.218034,-6281.0600061679,2066.78547143096,2.95213196211726
270,1,1,0,19.25,1,1,-7.9467,-0.33509257,1519758,18.342395,-73.107861,-6358.45143421631,2038.44478660217,1.31537071105324e-09
270,2,1,0,17.75,0,1,-5.3624,-0.1319022,1519758,18.342395,-73.107861,-6358.45143421631,2038.44478660217,1.31537071105324e-09
270,1,1,0,20,0,1,-6.6411,-0.23243989,1519758,18.342395,-73.107861,-6358.45143421631,2038.44478660217,1.31537071105324e-09
271,3,1,0,28.666666,1,1,-11.0261,-0.57721013,545468,18.498285,-74.334597,-6465.14503969062,2055.7693048989,4.80567421068734e-16
271,3,1,0,22.5,1,0,-8.532,-1.3013415,545468,18.498285,-74.334597,-6465.14503969062,2055.7693048989,4.80567421068734e-16
271,1,1,0,21.25,0,0,-9.5211,-1.3791094,545468,18.498285,-74.334597,-6465.14503969062,2055.7693048989,4.80567421068734e-16
