"clusterid","birthorder","rural","facilitybirth","age","married","educat","wealth","pca","svyweight","latitude","longitude","xvar","yvar","surface_var"
95,1,1,1,23,0,2,-7.4514,0.62408012,852715,18.882407,-72.167597,-6276.67332037788,2098.45792262408,2.55157627309957e-07
96,2,1,1,35.416668,1,2,-0.3399,1.1832212,606798,18.285304,-71.895264,-6252.98754800336,2032.10009435713,1.16357882526715e-10
96,4,1,0,34.666668,0,0,-7.9959,-1.2591907,606798,18.285304,-71.895264,-6252.98754800336,2032.10009435713,1.16357882526715e-10
96,1,1,0,17.416666,0,1,-6.6462,-0.23284088,606798,18.285304,-71.895264,-6252.98754800336,2032.10009435713,1.16357882526715e-10
96,3,1,0,24.583334,0,1,-3.718,-0.0026113947,606798,18.285304,-71.895264,-6252.98754800336,2032.10009435713,1.16357882526715e-10
96,2,1,0,28.916666,1,0,-2.7047,-0.84317052,606798,18.285304,-71.895264,-6252.98754800336,2032.10009435713,1.16357882526715e-10
96,5,1,0,23.333334,1,0,-7.6369,-1.2309643,606798,18.285304,-71.895264,-6252.98754800336,2032.10009435713,1.16357882526715e-10
97,3,1,0,35.416668,1,0,-7.4957,-1.2198625,526832,19.435795,-71.926753,-6255.72625864915,2159.95757321868,24.3413153903051
97,3,1,0,33.416668,1,1,-7.94,-0.33456579,526832,19.435795,-71.926753,-6255.72625864915,2159.95757321868,24.3413153903051
97,1,1,0,17.416666,1,1,-7.94,-0.33456579,526832,19.435795,-71.926753,-6255.72625864915,2159.95757321868,24.3413153903051
98,3,0,1,24.5,1,2,7.8352,1.8259878,1233049,19.747044,-72.202919,-6279.74540070532,2194.54759820643,8.00214038656315
98,2,0,1,25.5,1,2,12.002,2.1536021,1233049,19.747044,-72.202919,-6279.74540070532,2194.54759820643,8.00214038656315
98,1,0,1,27,1,3,15.3594,3.3378072,1233049,19.747044,-72.202919,-6279.74540070532,2194.54759820643,8.00214038656315
99,1,1,0,22.5,0,2,-8.1831,0.56655025,467774,19.313445,-72.142451,-6274.48628306647,2146.36045465043,0.0148507721553821
99,4,1,0,28.583334,1,1,-13.5306,-0.77412629,467774,19.313445,-72.142451,-6274.48628306647,2146.36045465043,0.0148507721553821
99,4,1,0,28.75,1,1,-4.4913,-0.06341204,467774,19.313445,-72.142451,-6274.48628306647,2146.36045465043,0.0148507721553821
99,3,1,0,25.916666,1,1,-8.2733,-0.36077148,467774,19.313445,-72.142451,-6274.48628306647,2146.36045465043,0.0148507721553821
100,4,1,0,35.5,1,0,-8.4271,-1.2930938,1411530,19.354905,-72.378446,-6295.01160996966,2150.96802748116,9.48266382934976e-16
100,1,1,0,20.5,0,2,-12.7828,0.20489922,1411530,19.354905,-72.378446,-6295.01160996966,2150.96802748116,9.48266382934976e-16
100,3,1,0,25,1,0,-9.5362,-1.3802967,1411530,19.354905,-72.378446,-6295.01160996966,2150.96802748116,9.48266382934976e-16
100,1,1,0,16.583334,1,1,-9.9117,-0.48959056,1411530,19.354905,-72.378446,-6295.01160996966,2150.96802748116,9.48266382934976e-16
100,4,1,0,33.333332,1,0,-10.9765,-1.4935402,1411530,19.354905,-72.378446,-6295.01160996966,2150.96802748116,9.48266382934976e-16
100,1,1,0,20.833334,0,1,-10.748,-0.55534458,1411530,19.354905,-72.378446,-6295.01160996966,2150.96802748116,9.48266382934976e-16
101,2,0,1,36.333332,1,1,0.314,0.31440428,1042188,18.532867,-72.280126,-6286.46036887929,2059.61250517947,14.5197288689059
101,2,0,0,30.5,1,1,-5.3149,-0.12816752,1042188,18.532867,-72.280126,-6286.46036887929,2059.61250517947,14.5197288689059
101,4,0,0,41,0,0,-2.3651,-0.81646949,1042188,18.532867,-72.280126,-6286.46036887929,2059.61250517947,14.5197288689059
102,1,0,0,18.166666,1,1,3.5503,0.56885809,1036251,18.521277,-72.27319,-6285.85712021978,2058.32447408665,28.9153883272818
102,2,0,0,26.166666,1,1,0.764,0.34978548,1036251,18.521277,-72.27319,-6285.85712021978,2058.32447408665,28.9153883272818
102,4,0,0,27,1,1,-3.838,-0.012046385,1036251,18.521277,-72.27319,-6285.85712021978,2058.32447408665,28.9153883272818
102,2,0,0,29.166666,1,2,2.0956,1.3747122,1036251,18.521277,-72.27319,-6285.85712021978,2058.32447408665,28.9153883272818
102,3,0,0,18.416666,1,1,-2.7118,0.076500997,1036251,18.521277,-72.27319,-6285.85712021978,2058.32447408665,28.9153883272818
103,4,1,0,32.333332,1,0,-8.3311,-1.2855458,372418,19.500715,-71.71027,-6236.89795998188,2167.17232546593,0
103,2,1,0,22.333334,1,1,-11.0328,-0.57773697,372418,19.500715,-71.71027,-6236.89795998188,2167.17232546593,0
103,1,1,0,22.333334,1,1,-11.0328,-0.57773697,372418,19.500715,-71.71027,-6236.89795998188,2167.17232546593,0
103,3,1,1,25.25,1,1,-4.7556,-0.084192611,372418,19.500715,-71.71027,-6236.89795998188,2167.17232546593,0
103,3,1,1,22.333334,1,1,-1.9737,0.13453405,372418,19.500715,-71.71027,-6236.89795998188,2167.17232546593,0
104,2,0,1,26.5,0,2,16.3233,2.4933639,1202885,18.55774,-72.324127,-6290.28729279321,2062.376715479,40.857092832523
104,1,0,1,17.583334,0,2,11.7851,2.1365483,1202885,18.55774,-72.324127,-6290.28729279321,2062.376715479,40.857092832523
104,2,0,1,28.416666,1,2,22.7418,2.998018,1202885,18.55774,-72.324127,-6290.28729279321,2062.376715479,40.857092832523
105,1,1,0,19.75,1,0,-6.4706,-1.1392641,698588,18.30051,-72.695914,-6322.62293428289,2033.78998226027,0.0100251897929065
105,2,1,0,40.916668,1,1,-10.6661,-0.54890519,698588,18.30051,-72.695914,-6322.62293428289,2033.78998226027,0.0100251897929065
105,5,1,0,36.916668,1,0,-3.9365,-0.94002074,698588,18.30051,-72.695914,-6322.62293428289,2033.78998226027,0.0100251897929065
105,3,1,0,22.75,1,1,-3.6973,-0.00098385883,698588,18.30051,-72.695914,-6322.62293428289,2033.78998226027,0.0100251897929065
105,1,1,0,32.75,0,2,-10.6069,0.37597919,698588,18.30051,-72.695914,-6322.62293428289,2033.78998226027,0.0100251897929065
106,3,1,0,31.083334,1,0,-10.5174,-1.4574435,1749539,19.065541,-72.480445,-6303.88282681238,2118.81014748619,4.94810231043743
106,1,1,0,27.583334,1,2,5.8463,1.6696107,1749539,19.065541,-72.480445,-6303.88282681238,2118.81014748619,4.94810231043743
106,2,1,1,24.333334,0,2,-8.4018,0.54935497,1749539,19.065541,-72.480445,-6303.88282681238,2118.81014748619,4.94810231043743
106,4,1,0,25.166666,1,0,-9.2198,-1.3554198,1749539,19.065541,-72.480445,-6303.88282681238,2118.81014748619,4.94810231043743
107,4,1,0,24,1,1,-9.2561,-0.43804404,426186,19.849177,-73.14087,-6361.32234468368,2205.89794157163,0.0167613741368631
107,2,1,1,34.75,1,1,-1.0972,0.20344879,426186,19.849177,-73.14087,-6361.32234468368,2205.89794157163,0.0167613741368631
107,2,1,0,29,1,2,-8.9738,0.50438154,426186,19.849177,-73.14087,-6361.32234468368,2205.89794157163,0.0167613741368631
107,2,1,1,25.166666,1,1,-7.5699,-0.30546671,426186,19.849177,-73.14087,-6361.32234468368,2205.89794157163,0.0167613741368631
107,4,1,0,35.583332,1,1,-2.6883,0.078348681,426186,19.849177,-73.14087,-6361.32234468368,2205.89794157163,0.0167613741368631
108,7,1,0,31.75,1,0,-9.9399,-1.4120375,646650,18.247165,-71.812076,-6245.75239092621,2027.86159411132,2.95257347862625e-05
108,4,1,0,31.166666,1,1,-10.9484,-0.57110101,646650,18.247165,-71.812076,-6245.75239092621,2027.86159411132,2.95257347862625e-05
108,10,1,0,37.75,1,0,-7.2841,-1.2032255,646650,18.247165,-71.812076,-6245.75239092621,2027.86159411132,2.95257347862625e-05
108,1,1,0,19.833334,0,1,-7.2841,-0.2829957,646650,18.247165,-71.812076,-6245.75239092621,2027.86159411132,2.95257347862625e-05
108,8,1,0,37,1,1,-10.7443,-0.55505365,646650,18.247165,-71.812076,-6245.75239092621,2027.86159411132,2.95257347862625e-05
108,1,1,0,19.833334,1,1,-10.9294,-0.56960714,646650,18.247165,-71.812076,-6245.75239092621,2027.86159411132,2.95257347862625e-05
109,2,1,1,35.083332,1,2,1.3478,1.3159165,126811,18.657941,-72.261447,-6284.83578962454,2073.51234995108,11.1684589619975
109,3,1,0,23.5,0,2,4.2708,1.5457371,126811,18.657941,-72.261447,-6284.83578962454,2073.51234995108,11.1684589619975
109,1,1,0,16.5,1,1,4.4893,0.6426869,126811,18.657941,-72.261447,-6284.83578962454,2073.51234995108,11.1684589619975
109,2,1,0,20.583334,1,0,-0.4678,-0.66729444,126811,18.657941,-72.261447,-6284.83578962454,2073.51234995108,11.1684589619975
109,4,1,0,35.333332,1,2,-0.7182,1.1534774,126811,18.657941,-72.261447,-6284.83578962454,2073.51234995108,11.1684589619975
111,6,1,0,38.25,0,1,-6.249,-0.20161106,245870,18.381062,-72.717585,-6324.50773844958,2042.74196505479,3.54151080681905e-11
111,1,1,0,17.166666,1,1,-6.9046,-0.25315756,245870,18.381062,-72.717585,-6324.50773844958,2042.74196505479,3.54151080681905e-11
112,2,1,0,23.416666,1,1,-8.9528,-0.41419712,673041,18.236237,-73.712956,-6411.07870463511,2026.64713304296,0.0263797826813627
112,5,1,0,32.583332,1,1,-10.1926,-0.51167631,673041,18.236237,-73.712956,-6411.07870463511,2026.64713304296,0.0263797826813627
112,3,1,0,37.833332,1,1,-7.4684,-0.29748628,673041,18.236237,-73.712956,-6411.07870463511,2026.64713304296,0.0263797826813627
112,1,1,0,20.666666,1,1,-4.043,-0.028164493,673041,18.236237,-73.712956,-6411.07870463511,2026.64713304296,0.0263797826813627
113,1,1,0,20.083334,0,1,-3.9051,-0.017322117,1034242,19.872661,-73.200807,-6366.53527935855,2208.50778817936,0.563024953058907
113,1,1,0,23,0,2,-7.5815,0.61385101,1034242,19.872661,-73.200807,-6366.53527935855,2208.50778817936,0.563024953058907
113,2,1,0,22,1,1,-10.303,-0.52035648,1034242,19.872661,-73.200807,-6366.53527935855,2208.50778817936,0.563024953058907
113,2,1,0,26.666666,1,0,-5.6298,-1.0731562,1034242,19.872661,-73.200807,-6366.53527935855,2208.50778817936,0.563024953058907
113,1,1,0,20.583334,1,2,-6.366,0.70941961,1034242,19.872661,-73.200807,-6366.53527935855,2208.50778817936,0.563024953058907
113,3,1,0,29.333334,1,0,-7.758,-1.2404858,1034242,19.872661,-73.200807,-6366.53527935855,2208.50778817936,0.563024953058907
114,2,0,1,23.083334,0,1,-1.8213,0.14651649,151008,18.239444,-72.531351,-6308.31030320524,2027.00353646959,19.6221056714726
114,4,0,1,22.333334,1,1,-5.9009,-0.17424172,151008,18.239444,-72.531351,-6308.31030320524,2027.00353646959,19.6221056714726
115,3,1,0,32.333332,1,0,-8.4379,-1.2939429,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,5,1,0,29,1,0,-4.3199,-0.97016549,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,5,1,1,32.083332,1,0,-5.2912,-1.0465339,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,2,1,0,27.75,1,1,-4.9804,-0.10186749,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,1,1,1,26.583334,1,1,-4.9804,-0.10186749,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,4,1,0,28.083334,1,1,-4.8333,-0.090301767,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,2,1,1,22.25,1,0,-6.2826,-1.1244826,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,1,1,1,19.333334,1,1,-8.3516,-0.3669278,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,3,1,0,33.916668,0,1,-5.7142,-0.15956245,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,9,1,0,39.916668,1,1,-6.058,-0.1865937,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,7,1,0,43.083332,1,0,-4.4049,-0.9768486,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,8,1,1,39.166668,1,1,-6.4423,-0.21680926,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
115,4,1,0,31.916666,1,0,-8.161,-1.2721717,524783,19.437419,-71.78859,-6243.70972973572,2160.13805315783,0
116,1,0,1,29.666666,0,2,12.7525,2.21261,1430197,18.584314,-72.303808,-6288.52007688887,2065.32996295618,20.2846061770364
116,6,0,0,33,0,1,6.1465,0.77298409,1430197,18.584314,-72.303808,-6288.52007688887,2065.32996295618,20.2846061770364
117,2,0,1,21,1,2,11.5849,2.1208076,2037335,18.562379,-72.301811,-6288.34639067592,2062.89226131503,31.3578044196504
117,1,0,1,25.5,0,2,11.8901,2.144804,2037335,18.562379,-72.301811,-6288.34639067592,2062.89226131503,31.3578044196504
117,6,0,0,34,1,1,5.5205,0.7237649,2037335,18.562379,-72.301811,-6288.34639067592,2062.89226131503,31.3578044196504
117,1,0,1,27.083334,1,3,21.9237,3.8539248,2037335,18.562379,-72.301811,-6288.34639067592,2062.89226131503,31.3578044196504
117,1,0,1,24.666666,0,2,21.9237,2.9336948,2037335,18.562379,-72.301811,-6288.34639067592,2062.89226131503,31.3578044196504
117,1,0,0,23.833334,0,2,8.1255,1.8488126,2037335,18.562379,-72.301811,-6288.34639067592,2062.89226131503,31.3578044196504
117,2,0,1,26.75,0,2,12.8817,2.2227685,2037335,18.562379,-72.301811,-6288.34639067592,2062.89226131503,31.3578044196504
118,3,1,0,22.5,0,1,-9.6065,-0.46559423,712719,18.622101,-74.201397,-6453.56016058935,2069.52934439745,1.04050456761566e-10
118,1,1,1,22.75,1,2,-6.428,0.70454484,712719,18.622101,-74.201397,-6453.56016058935,2069.52934439745,1.04050456761566e-10
118,2,1,1,26.25,1,1,-6.282,-0.20420568,712719,18.622101,-74.201397,-6453.56016058935,2069.52934439745,1.04050456761566e-10
118,1,1,0,17.333334,0,1,-4.7841,-0.086433418,712719,18.622101,-74.201397,-6453.56016058935,2069.52934439745,1.04050456761566e-10
119,2,0,1,24.583334,0,2,4.5963,1.5713295,964202,18.568048,-72.327761,-6290.60335473506,2063.52227410754,40.857092832523
119,3,0,1,26.916666,1,0,-2.2136,-0.80455786,964202,18.568048,-72.327761,-6290.60335473506,2063.52227410754,40.857092832523
119,7,0,1,36.25,1,2,9.8139,1.9815629,964202,18.568048,-72.327761,-6290.60335473506,2063.52227410754,40.857092832523
120,4,0,1,34.75,1,0,13.3018,0.4153392,886076,18.532747,-72.441909,-6300.53121344116,2059.59916922337,0.0163264158015007
120,3,0,1,24.5,1,3,13.0199,3.1538641,886076,18.532747,-72.441909,-6300.53121344116,2059.59916922337,0.0163264158015007
120,4,0,1,25.416666,1,2,11.243,2.0939257,886076,18.532747,-72.441909,-6300.53121344116,2059.59916922337,0.0163264158015007
120,1,0,1,20.25,1,1,3.1123,0.53442037,886076,18.532747,-72.441909,-6300.53121344116,2059.59916922337,0.0163264158015007
121,1,0,0,23.166666,1,2,1.088,1.2954898,820993,18.545646,-72.290214,-6287.33775822143,2061.03267337059,38.1349450355358
121,3,0,1,33.916668,1,1,0.4179,0.32257339,820993,18.545646,-72.290214,-6287.33775822143,2061.03267337059,38.1349450355358
121,2,0,0,28,1,1,1.2399,0.3872031,820993,18.545646,-72.290214,-6287.33775822143,2061.03267337059,38.1349450355358
121,3,0,0,25.416666,0,0,0.4896,-0.59201896,820993,18.545646,-72.290214,-6287.33775822143,2061.03267337059,38.1349450355358
121,1,0,0,24.583334,1,1,13.2644,1.3326284,820993,18.545646,-72.290214,-6287.33775822143,2061.03267337059,38.1349450355358
121,1,0,1,19.916666,1,2,4.9858,1.601954,820993,18.545646,-72.290214,-6287.33775822143,2061.03267337059,38.1349450355358
123,1,1,1,20.5,0,2,-3.0705,0.96852803,2285838,19.036726,-72.515898,-6306.96630067708,2115.60785102894,0.00541506261691288
123,1,1,0,17.583334,1,1,-2.7399,0.074291639,2285838,19.036726,-72.515898,-6306.96630067708,2115.60785102894,0.00541506261691288
123,2,1,0,27.25,0,2,-0.9881,1.1322565,2285838,19.036726,-72.515898,-6306.96630067708,2115.60785102894,0.00541506261691288
123,1,1,1,24.25,0,2,-0.9881,1.1322565,2285838,19.036726,-72.515898,-6306.96630067708,2115.60785102894,0.00541506261691288
123,2,1,1,21.833334,1,2,-3.5492,0.93089026,2285838,19.036726,-72.515898,-6306.96630067708,2115.60785102894,0.00541506261691288
123,5,1,1,28.75,1,0,-5.8228,-1.0883309,2285838,19.036726,-72.515898,-6306.96630067708,2115.60785102894,0.00541506261691288
124,1,1,0,19.166666,0,2,-10.7016,0.3685334,216412,18.343505,-72.720388,-6324.7515253574,2038.56814419605,28.3982012886893
124,1,1,0,19.833334,0,2,-2.5237,1.0115201,216412,18.343505,-72.720388,-6324.7515253574,2038.56814419605,28.3982012886893
124,1,1,1,31.25,1,2,-5.6908,0.76250714,216412,18.343505,-72.720388,-6324.7515253574,2038.56814419605,28.3982012886893
124,4,1,0,34.083332,1,1,-9.8462,-0.48444062,216412,18.343505,-72.720388,-6324.7515253574,2038.56814419605,28.3982012886893
125,2,1,0,31.583334,1,1,-6.7736,-0.24285769,738821,18.784732,-72.155771,-6275.64477097659,2087.6030100278,2.55157626339397e-07
125,12,1,1,38.666668,1,0,-8.8069,-1.3229555,738821,18.784732,-72.155771,-6275.64477097659,2087.6030100278,2.55157626339397e-07
125,2,1,0,26.5,0,2,-4.5298,0.85379064,738821,18.784732,-72.155771,-6275.64477097659,2087.6030100278,2.55157626339397e-07
125,7,1,0,37.666668,1,0,-9.8699,-1.4065338,738821,18.784732,-72.155771,-6275.64477097659,2087.6030100278,2.55157626339397e-07
125,11,1,0,41.666668,1,0,-9.0116,-1.3390501,738821,18.784732,-72.155771,-6275.64477097659,2087.6030100278,2.55157626339397e-07
125,4,1,0,34.333332,0,0,-7.8985,-1.2515327,738821,18.784732,-72.155771,-6275.64477097659,2087.6030100278,2.55157626339397e-07
126,7,1,0,42.25,1,0,-9.866,-1.4062271,922175,18.290291,-72.250514,-6283.88490761842,2032.65431446584,9.39809603192023e-11
126,2,1,0,21.583334,1,1,-10.928,-0.56949705,922175,18.290291,-72.250514,-6283.88490761842,2032.65431446584,9.39809603192023e-11
126,1,1,0,19.083334,0,1,-7.1242,-0.27042359,922175,18.290291,-72.250514,-6283.88490761842,2032.65431446584,9.39809603192023e-11
126,1,1,0,21.833334,0,2,-6.7066,0.68263996,922175,18.290291,-72.250514,-6283.88490761842,2032.65431446584,9.39809603192023e-11
126,8,1,0,37.333332,1,1,-5.2436,-0.12256157,922175,18.290291,-72.250514,-6283.88490761842,2032.65431446584,9.39809603192023e-11
126,4,1,0,26.333334,1,1,-9.5046,-0.45758235,922175,18.290291,-72.250514,-6283.88490761842,2032.65431446584,9.39809603192023e-11
127,7,0,0,33.25,1,1,3.2457,0.54490894,835083,18.275922,-73.410284,-6384.75424121664,2031.05744485646,11.495903703146
127,5,0,0,41.583332,0,1,1.3063,0.39242378,835083,18.275922,-73.410284,-6384.75424121664,2031.05744485646,11.495903703146
127,4,0,1,24.166666,1,2,10.9722,2.0726342,835083,18.275922,-73.410284,-6384.75424121664,2031.05744485646,11.495903703146
127,1,0,1,29.166666,0,2,12.5638,2.1977735,835083,18.275922,-73.410284,-6384.75424121664,2031.05744485646,11.495903703146
127,2,0,1,26.25,0,1,-1.6613,0.15909648,835083,18.275922,-73.410284,-6384.75424121664,2031.05744485646,11.495903703146
128,2,1,0,27.083334,1,1,-10.9415,-0.57055849,1412307,19.787443,-72.625624,-6316.50956227066,2199.03725895869,3.78113991160171e-17
128,3,1,0,25,1,1,-8.7506,-0.39829916,1412307,19.787443,-72.625624,-6316.50956227066,2199.03725895869,3.78113991160171e-17
128,3,1,0,24,0,0,-10.2723,-1.4381725,1412307,19.787443,-72.625624,-6316.50956227066,2199.03725895869,3.78113991160171e-17
128,6,1,0,39.333332,1,0,-7.2875,-1.2034928,1412307,19.787443,-72.625624,-6316.50956227066,2199.03725895869,3.78113991160171e-17
128,5,1,1,27.75,0,2,-7.7192,0.60302436,1412307,19.787443,-72.625624,-6316.50956227066,2199.03725895869,3.78113991160171e-17
128,2,1,0,22.666666,0,1,-7.7192,-0.31720543,1412307,19.787443,-72.625624,-6316.50956227066,2199.03725895869,3.78113991160171e-17
128,1,1,0,22.666666,0,1,-7.7192,-0.31720543,1412307,19.787443,-72.625624,-6316.50956227066,2199.03725895869,3.78113991160171e-17
128,2,1,0,17.416666,1,1,-8.0035,-0.33955848,1412307,19.787443,-72.625624,-6316.50956227066,2199.03725895869,3.78113991160171e-17
129,11,1,0,39.5,1,0,-10.9253,-1.4895146,780282,18.353947,-74.112978,-6445.87004478413,2039.72859464222,1.39979627240284e-16
129,1,1,0,23.166666,0,0,-9.8427,-1.4043952,780282,18.353947,-74.112978,-6445.87004478413,2039.72859464222,1.39979627240284e-16
129,5,1,0,37,1,0,-12.6584,-1.6257794,780282,18.353947,-74.112978,-6445.87004478413,2039.72859464222,1.39979627240284e-16
129,11,1,0,44.333332,0,0,-11.1519,-1.5073309,780282,18.353947,-74.112978,-6445.87004478413,2039.72859464222,1.39979627240284e-16
129,2,1,0,29.333334,1,1,-10.1003,-0.50441921,780282,18.353947,-74.112978,-6445.87004478413,2039.72859464222,1.39979627240284e-16
129,1,1,0,19.166666,0,1,-7.8688,-0.32896769,780282,18.353947,-74.112978,-6445.87004478413,2039.72859464222,1.39979627240284e-16
129,10,1,0,41.583332,1,0,-11.4876,-1.5337254,780282,18.353947,-74.112978,-6445.87004478413,2039.72859464222,1.39979627240284e-16
130,3,1,0,26.833334,1,2,-4.5354,0.85335034,537478,18.467169,-73.471845,-6390.10842096404,2052.31129148354,0
131,9,1,0,41.916668,1,0,-12.3671,-1.6028759,1053407,18.742439,-71.984325,-6260.73350083848,2082.90286343518,2.20908776998952e-18
131,1,1,1,19.916666,0,2,-12.3671,0.23758359,1053407,18.742439,-71.984325,-6260.73350083848,2082.90286343518,2.20908776998952e-18
131,1,1,1,17.083334,1,0,-10.4041,-1.4485352,1053407,18.742439,-71.984325,-6260.73350083848,2082.90286343518,2.20908776998952e-18
131,7,1,1,38.416668,1,0,-5.3498,-1.0511413,1053407,18.742439,-71.984325,-6260.73350083848,2082.90286343518,2.20908776998952e-18
131,4,1,0,26.583334,1,0,-5.5883,-1.0698934,1053407,18.742439,-71.984325,-6260.73350083848,2082.90286343518,2.20908776998952e-18
131,7,1,0,34.833332,1,1,-8.5906,-0.38571918,1053407,18.742439,-71.984325,-6260.73350083848,2082.90286343518,2.20908776998952e-18
131,8,1,0,35.333332,1,0,-11.2198,-1.5126696,1053407,18.742439,-71.984325,-6260.73350083848,2082.90286343518,2.20908776998952e-18
131,1,1,0,17.5,1,1,-9.3002,-0.44151142,1053407,18.742439,-71.984325,-6260.73350083848,2082.90286343518,2.20908776998952e-18
132,4,1,0,31.083334,1,1,-7.1943,-0.2759352,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,3,1,1,29.666666,1,1,-5.5306,-0.14512692,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,2,1,1,29.666666,1,1,-5.5306,-0.14512692,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,2,1,1,20.333334,1,1,-7.4448,-0.29563075,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,1,1,1,28.416666,1,1,-7.4448,-0.29563075,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,1,1,1,16.416666,1,2,-7.6363,0.60954237,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,9,1,0,34.916668,1,0,-6.978,-1.1791584,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,1,1,1,26.166666,1,1,-8.7251,-0.39629424,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,1,1,0,23,1,1,-6.0227,-0.18381824,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,3,1,0,25.583334,1,1,-9.6759,-0.4710508,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
132,3,1,0,40.583332,0,1,-7.6384,-0.31085253,796839,19.268657,-71.989879,-6261.21655202864,2141.383031304,0
133,4,1,1,29.166666,1,0,0.1395,-0.61954552,377178,19.903132,-72.709879,-6323.83752014362,2211.89412083072,3.19432437072527e-11
133,2,1,0,27.5,0,2,-8.701,0.52583039,377178,19.903132,-72.709879,-6323.83752014362,2211.89412083072,3.19432437072527e-11
133,1,1,0,20.916666,0,1,-8.701,-0.39439937,377178,19.903132,-72.709879,-6323.83752014362,2211.89412083072,3.19432437072527e-11
133,2,1,1,32.416668,1,2,13.0375,2.2350183,377178,19.903132,-72.709879,-6323.83752014362,2211.89412083072,3.19432437072527e-11
133,1,1,0,15.166667,0,1,-6.6011,-0.2292949,377178,19.903132,-72.709879,-6323.83752014362,2211.89412083072,3.19432437072527e-11
133,7,1,0,43,1,1,-6.6185,-0.23066297,377178,19.903132,-72.709879,-6323.83752014362,2211.89412083072,3.19432437072527e-11
133,2,1,0,27.416666,1,1,-6.7256,-0.23908369,377178,19.903132,-72.709879,-6323.83752014362,2211.89412083072,3.19432437072527e-11
133,4,1,0,33.75,1,2,-9.9074,0.43097731,377178,19.903132,-72.709879,-6323.83752014362,2211.89412083072,3.19432437072527e-11
134,1,1,1,32.833332,0,2,0.8804,1.2791672,392098,18.359223,-73.42323,-6385.88020101278,2040.31493217852,2.87774066919421
134,3,1,0,29.333334,1,2,4.6899,1.5786889,392098,18.359223,-73.42323,-6385.88020101278,2040.31493217852,2.87774066919421
134,1,1,1,15.583333,1,2,-8.8809,0.51168579,392098,18.359223,-73.42323,-6385.88020101278,2040.31493217852,2.87774066919421
134,1,1,1,25.166666,0,2,-4.4154,0.86278534,392098,18.359223,-73.42323,-6385.88020101278,2040.31493217852,2.87774066919421
134,1,1,1,24.416666,0,2,-4.4154,0.86278534,392098,18.359223,-73.42323,-6385.88020101278,2040.31493217852,2.87774066919421
134,3,1,1,37.833332,0,0,-7.6518,-1.2321359,392098,18.359223,-73.42323,-6385.88020101278,2040.31493217852,2.87774066919421
134,1,1,1,19.333334,0,2,-7.6518,0.60832369,392098,18.359223,-73.42323,-6385.88020101278,2040.31493217852,2.87774066919421
135,5,0,0,31,1,1,8.0578,0.92325991,2198328,18.592479,-72.329162,-6290.72520470218,2066.23736363546,24.818953830558
135,3,0,0,23.916666,1,1,-0.0691,0.28428307,2198328,18.592479,-72.329162,-6290.72520470218,2066.23736363546,24.818953830558
135,5,0,1,27.583334,1,1,0.5706,0.33457944,2198328,18.592479,-72.329162,-6290.72520470218,2066.23736363546,24.818953830558
135,3,0,0,23.916666,1,1,6.7482,0.82029271,2198328,18.592479,-72.329162,-6290.72520470218,2066.23736363546,24.818953830558
135,2,0,1,25.75,0,2,5.3544,1.6309351,2198328,18.592479,-72.329162,-6290.72520470218,2066.23736363546,24.818953830558
135,2,0,1,28.416666,1,2,8.8888,1.9088269,2198328,18.592479,-72.329162,-6290.72520470218,2066.23736363546,24.818953830558
136,1,1,0,17,0,1,-2.0349,0.12972221,383367,19.559587,-71.913661,-6254.58760071226,2173.71494552601,2.42042674865814e-05
136,2,1,1,34.083332,1,2,-0.6409,1.1595551,383367,19.559587,-71.913661,-6254.58760071226,2173.71494552601,2.42042674865814e-05
136,6,1,1,29.916666,1,0,-2.3233,-0.81318301,383367,19.559587,-71.913661,-6254.58760071226,2173.71494552601,2.42042674865814e-05
136,3,1,0,28.166666,0,1,-4.4069,-0.056776099,383367,19.559587,-71.913661,-6254.58760071226,2173.71494552601,2.42042674865814e-05
